"filename", "language", "XML", "SCSS", "TypeScript", "Markdown", "HTML", "JSON", "PHP", "CSS", "JavaScript", "comment", "blank", "total"
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/resources/js/bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 3, 23, 7, 33
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/resources/views/welcome.blade.php", "PHP", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 23, 141
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/routes/api.php", "PHP", 0, 0, 0, 0, 0, 0, 23, 0, 0, 13, 10, 46
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/routes/channels.php", "PHP", 0, 0, 0, 0, 0, 0, 5, 0, 0, 10, 4, 19
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/routes/console.php", "PHP", 0, 0, 0, 0, 0, 0, 6, 0, 0, 10, 4, 20
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/routes/web.php", "PHP", 0, 0, 0, 0, 0, 0, 5, 0, 0, 10, 4, 19
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/tests/CreatesApplication.php", "PHP", 0, 0, 0, 0, 0, 0, 13, 0, 0, 3, 6, 22
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/tests/Feature/ExampleTest.php", "PHP", 0, 0, 0, 0, 0, 0, 11, 0, 0, 4, 5, 20
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/tests/TestCase.php", "PHP", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 4, 11
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/tests/Unit/ExampleTest.php", "PHP", 0, 0, 0, 0, 0, 0, 10, 0, 0, 3, 4, 17
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/vendor/spatie/ignition/resources/compiled/ignition.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 3
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/vendor/spatie/ignition/resources/compiled/ignition.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/book-api/vite.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 12
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/README.md", "Markdown", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 14, 28
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/angular.json", "JSON", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 1, 97
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/package-lock.json", "JSON", 0, 0, 0, 0, 0, 13103, 0, 0, 0, 0, 1, 13104
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/package.json", "JSON", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 1, 52
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_data/data.ts", "TypeScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 5, 77
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_interceptors/error.interceptor.spec.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_interceptors/error.interceptor.ts", "TypeScript", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 3, 63
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_interceptors/jwt.interceptor.spec.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_interceptors/jwt.interceptor.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_models/book.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 2, 27
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_models/cart.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
